Accession,Organism_Name,GenBank_RefSeq,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Surveillance_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject
OY427678,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,23-07-2023,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,31-08-2021,SAMEA10316774,PRJEB37886
OW294271,Severe acute respiratory syndrome coronavirus 2,GenBank,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,29-03-2022,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29841,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,18-03-2022,SAMEA13772379,PRJEB37886
OK219036,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Bixby,C., Wang,Y., Schultz,J., Goswami,C., Hager,R., Grimwood,R., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,22-09-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,MN-CDC-IBX274897976671,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29849,partial,,,,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,18-03-2021,SAMN20234058,PRJNA731149
OL385023,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,08-11-2021,AY.39,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,FL-CDC-ASC210325384,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29806,partial,,,,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,03-10-2021,SAMN22776098,PRJNA731148
ON927659,Severe acute respiratory syndrome coronavirus 2,GenBank,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,06-07-2022,BA.2.12.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,UT-UPHL-220628679244,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29765,partial,,,,USA,USA,,Homo sapiens,,26-05-2022,SAMN29503953,PRJNA614995
OU126988,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,09-06-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29803,partial,,,,Germany:Europe/Germany,Germany,,Homo sapiens,,07-04-2021,SAMEA8851251,PRJEB44987
OX945252,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,21-06-2023,B.1.177,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29902,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,13-10-2020,SAMEA7488156,PRJEB37886
ON823923,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,23-06-2022,BA.2.12.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,WA-CDC-LC0703927,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29726,complete,,,,USA: Washington,USA,WA,Homo sapiens,oronasopharynx,03-06-2022,SAMN29213810,PRJNA716984
OL726650,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,06-12-2021,AY.103,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,IL-CDC-QDX30855437,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29766,complete,,,,USA: Illinois,USA,IL,Homo sapiens,oronasopharynx,06-11-2021,SAMN23591772,PRJNA716985
MW766752,Severe acute respiratory syndrome coronavirus 2,GenBank,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Montmayeur,A., Paden,C.R., Knipe,K., Schmerer,M., Le,S., Dillon,K., Cook,P.W., Marine,R., Sheth,M., Padilla,J., Nobles,S., Burroughs,M., Rowe,L., Wang,H., Rambo-Martin,B.L., Lacek,K., Shepard,S., Batra,D., Tong,S., Lee,J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,17-03-2021,B.1.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,IA-CDC-2-3979455,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29867,complete,,,,USA: IA,USA,IA,Homo sapiens,oronasopharynx,24-02-2021,SAMN21491048,PRJNA689853
OU031409,Severe acute respiratory syndrome coronavirus 2,GenBank,,"University Hospitals of Leicester NHS Trust, Level 5, Sandringham Building, Leicester Royal Infirmary, Leicester LE1 5WW / DeepSeq, School of Life Sciences, Queens Medical Centre, University of Nottingham Ng7 2Uh",,19-05-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,28-12-2020,SAMEA8181936,PRJEB37886
OX497843,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Kelvin Laboratories, Royal Hospitals site, Grosvenor Road, Belfast, BT12 6BA; and: Genomics Core Technology Unit, Queens University Belfast, 97 Lisburn Road, Belfast Bt9 7Bl",,01-05-2023,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,complete,,,,United Kingdom:Northern_Ireland,United Kingdom,,Homo sapiens,,21-07-2021,SAMEA9864058,PRJEB37886
OP540817,Severe acute respiratory syndrome coronavirus 2,GenBank,"Smith,E.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,27-09-2022,BA.5.2.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-500069585,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29608,partial,,,,USA,USA,,Homo sapiens,,10-07-2022,SAMN31024665,PRJNA750736
OV649688,Severe acute respiratory syndrome coronavirus 2,GenBank,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,21-01-2022,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,30-12-2021,SAMEA12201513,PRJEB37886
OL624143,Severe acute respiratory syndrome coronavirus 2,GenBank,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Matzinger,S.R., Totten,S.E., Travanty,E.A.","Colorado Department of Public Health and Environment, Microbiology",USA,23-11-2021,AY.25,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,CO-CDPHE-2101609414,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29778,partial,,,,USA,USA,,Homo sapiens,,12-08-2021,SAMN23373949,
OV123586,Severe acute respiratory syndrome coronavirus 2,GenBank,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,05-12-2021,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,10-11-2021,SAMEA11359832,PRJEB37886
OY152009,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,29-06-2023,BA.1.1.14,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29772,partial,,,,Germany:Europe/Germany/Baden-Wurttemberg,Germany,,Homo sapiens,,07-02-2022,SAMEA13703161,PRJEB44987
OW711968,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,03-05-2022,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29861,partial,,,,Germany:Europe/Germany/North Rhine-Westphalia,Germany,,Homo sapiens,,23-01-2022,SAMEA13686779,PRJEB44987
OW906878,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,17-05-2022,BA.1.18,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29629,partial,,,,Germany:Europe/Germany/North Rhine-Westphalia,Germany,,Homo sapiens,,02-03-2022,SAMEA14197834,PRJEB44987
OW244033,Severe acute respiratory syndrome coronavirus 2,GenBank,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,26-03-2022,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,11-03-2022,SAMEA13594615,PRJEB37886
OY587571,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,30-07-2023,AY.4.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,22-09-2021,SAMEA10567758,PRJEB37886
OU132457,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,09-06-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29810,partial,,,,Germany:Europe/Germany/North Rhine-Westphalia,Germany,,Homo sapiens,,16-04-2021,SAMEA9058869,PRJEB44987
OV037216,Severe acute respiratory syndrome coronavirus 2,GenBank,,"SIB, Ch. des Mines 9",Switzerland,23-11-2021,AY.46.6,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,AG-UZH-IMV-3ba54a67,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29834,partial,,,,Switzerland:AG,Switzerland,,Homo sapiens,,04-11-2021,SAMEA10985960,PRJEB43828
OP790016,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,08-11-2022,BQ.1.11,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,MD-CDC-QDX42813302,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29718,complete,,,,USA: Maryland,USA,MD,Homo sapiens,oronasopharynx,22-10-2022,SAMN31649905,PRJNA716985
OY256500,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,05-07-2023,BA.2.12.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29738,partial,,,,Germany:Europe/Germany/Bavaria,Germany,,Homo sapiens,,24-05-2022,SAMEA113892276,PRJEB44987
MZ842679,Severe acute respiratory syndrome coronavirus 2,GenBank,"Consortium,C.","Chan-Zuckerberg Biohub Covidtracker, Infectious Diseases",USA,20-08-2021,B.1.1.514,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,CA-CZB-6723,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29493,partial,,,,"USA: CA, Orange County",USA,CA,Homo sapiens,,18-08-2020,SAMN16453754,PRJNA645906
OD955227,Severe acute respiratory syndrome coronavirus 2,GenBank,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,01-05-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,25-01-2021,SAMEA8010091,PRJEB37886
OL594296,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,22-11-2021,AY.98.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,NH-CDC-ASC210520261,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29792,partial,,,,USA: New Hampshire,USA,NH,Homo sapiens,,03-11-2021,SAMN23317812,PRJNA731148
PP787704,Severe acute respiratory syndrome coronavirus 2,GenBank,"MacKellar,D., Dykema,P., Russell,D., Halstead,H., Roche,K., Howell,C., Lathum,A., Peterson,J., Singh,A., Cao,R., Garcia,K., Peter,C., Delgado,A., Waterman,K.","Washington State Department of Health, Public Health Laboratories",USA,13-05-2024,BF.10,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,WA-PHL-030164,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29134,partial,,,,"USA: Washington, King County",USA,WA,Homo sapiens,,13-10-2022,,PRJNA749781
OX070700,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,15-06-2022,BA.1.15.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,03-02-2022,SAMEA13980276,PRJEB37886
OU166210,Severe acute respiratory syndrome coronavirus 2,GenBank,"Jonsson,H.","DECODE GENETICS, St",Iceland,16-06-2021,B.1.177.45,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,4758,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,partial,,,,Iceland,Iceland,,Homo sapiens,,19-10-2020,SAMEA8759848,PRJEB44803
OU464118,Severe acute respiratory syndrome coronavirus 2,GenBank,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,01-08-2021,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,21-07-2021,SAMEA9483907,PRJEB37886
OV136732,Severe acute respiratory syndrome coronavirus 2,GenBank,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,07-12-2021,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,11-11-2021,SAMEA11376552,PRJEB37886
OU478291,Severe acute respiratory syndrome coronavirus 2,GenBank,"Lighthouse Laboratory,Plymouth., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,10-08-2021,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,23-07-2021,SAMEA9586872,PRJEB37886
OM767295,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,22-02-2022,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,WI-CDC-ASC210693572,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29771,partial,,,,USA: Wisconsin,USA,WI,Homo sapiens,,04-02-2022,SAMN26088644,PRJNA731148
OY616261,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Barrack Road, Exeter, Devon, UK Ex2 5Dw",,09-08-2023,B.1.177.30,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,26-11-2020,SAMEA8366316,PRJEB37886
OV322364,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,06-01-2022,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29812,partial,,,,Germany:Europe/Germany/North Rhine-Westphalia,Germany,,Homo sapiens,,03-09-2021,SAMEA10646986,PRJEB44987
OY320354,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,18-07-2023,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29891,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020,SAMEA11475695,PRJEB37886
OM086731,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,01-01-2022,B.1.1.529,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-FG-210079,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29795,partial,,,,USA: California,USA,CA,Homo sapiens,oronasopharynx,21-12-2021,SAMN24542330,PRJNA731152
OK058604,Severe acute respiratory syndrome coronavirus 2,GenBank,"Lang,A.S., Fink,T., Gallagher,G.R., Smole,S.C.","Massachusetts State Public Health Lab, DPH",USA,08-09-2021,AY.118,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,MA-MASPHL-04582,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29782,partial,,,,USA,USA,,Homo sapiens,oronasopharynx,24-08-2021,,PRJNA686883
OX541409,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,02-05-2023,B.1.1.372,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29866,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,26-03-2020,SAMEA8377481,PRJEB37886
MZ887761,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,24-08-2021,AY.118,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,NC-CDC-LC0160517,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29670,partial,,,,USA: North Carolina,USA,NC,Homo sapiens,oronasopharynx,05-08-2021,SAMN20868795,PRJNA716984
